ship_type,engine_power_kw,sfoc,cargo_load_pct,avg_speed_knots,distance_nm,wave_height_m,wind_speed_mps,current_speed_mps,monsoon_season,fuel_consumption_tons
Container,12078.65106,191.7043193,75.47281955,15.92649711,3085.886996,2.260665343,2.818758344,-1.45383526,0,660.5291278
Container,16292.71152,175.6641539,93.95116272,13.63323125,2810.78799,4.319096397,11.70799379,-1.28212333,1,1286.233592
Tanker,16566.70168,160.0,89.70794729,10.73899575,3856.478935,5.115997658,3.655128068,0.410447879,1,1735.012006
Bulk Carrier,13667.15738,169.5304897,60.65053677,19.84987402,1478.901452,4.862365129,4.256832053,1.204258106,1,268.5439699
Tanker,23380.38,174.75,59.73,14.79,154.51,1.84,5.56,1.12,0,50.4865
Bulk Carrier,24024.00504,178.7232671,50.61673724,14.12831617,5419.920786,5.85522612,14.34427564,-0.157962229,1,4142.358429
Bulk Carrier,8400.85,178.72,52.11,15.12,26.62,1.87,4.19,1.11,1,2.9522
Bulk Carrier,17856.73903,212.9792188,95.13791861,16.38173737,2105.345897,5.309808136,17.65614294,-1.226163575,0,1230.781204
Container,17369.77086,198.5763404,45.884306,13.85737765,3691.052463,5.841582716,8.579839083,1.996156144,0,1573.567196
Bulk Carrier,15607.92,184.01,97.0,13.9,295.48,2.76,7.96,0.37,0,65.9955
Bulk Carrier,13472.40003,188.0273501,77.87097133,13.04099421,2007.575782,5.816672211,10.99052645,-1.031629487,0,777.0650247
Container,15239.99684,170.3422131,45.51599872,11.3577591,2976.288581,5.637585875,8.227896303,-0.591511103,0,1281.040029
Tanker,13816.63034,166.6424326,40.711955,9.883962605,2645.813087,5.11857859,5.195849896,-0.114685343,1,974.9618714
Bulk Carrier,14462.3177,173.4186121,67.78421305,11.81606517,2347.549385,0.908631265,6.768973435,-0.992745174,1,737.8987595
Container,8311.008045,220.0,63.73600701,13.98702727,2303.79395,3.11057592,6.784807483,-1.322016213,0,499.4797535
Tanker,15521.80966,194.9494842,62.23437071,10.14770124,5436.054879,5.069063619,14.69218029,1.083992098,0,3169.235417
Tanker,6717.725953,169.2627411,58.60083959,12.72294024,4906.127745,5.692215127,4.330868214,-1.698278694,0,728.6401429
Container,14167.50506,175.4688416,40.4956748,12.47727416,947.2396896,2.090141637,8.795132619,-0.523316507,0,309.9459066
Tanker,16846.12935,172.4215421,40.14931835,17.36952359,2293.658526,3.158023222,3.839339374,-0.312581793,1,600.0253682
Bulk Carrier,25890.26,172.2,68.87,16.9,285.83,0.54,7.54,0.53,1,85.21
Tanker,12083.69,170.42,54.19,15.29,50.2,1.95,7.86,1.21,0,7.6586
Tanker,6672.86,178.25,96.32,12.72,264.62,1.48,5.37,0.55,0,28.8423
Bulk Carrier,14702.64422,167.3326122,87.70226415,14.61235455,1305.773821,3.337025905,14.7680464,1.198986998,0,420.2300009
Bulk Carrier,5000.0,168.0507043,67.96296607,11.62438844,3212.937181,3.75108874,8.476360973,1.377273851,0,347.6005685
Tanker,6915.13,183.14,89.81,19.9,114.26,2.14,2.9,0.49,0,8.8312
Container,12964.31895,170.7399591,67.25701172,18.93422973,3244.465942,5.584596289,11.0782012,-0.50130288,0,732.3488979
Container,18113.84797,160.0,78.4527334,16.71667293,3825.102917,4.606512519,15.04351204,-0.361654468,0,1228.777972
Bulk Carrier,16765.22086,187.0607065,86.06401908,12.07517196,2329.030122,4.018754279,17.02111649,1.386528735,1,1314.806139
Bulk Carrier,22877.41,188.37,91.46,14.22,147.42,0.74,6.57,0.26,0,53.146
Container,19045.40723,181.3456399,79.22214379,17.9359768,2362.248701,3.164335029,6.722240642,-1.093408707,0,823.6911118
Bulk Carrier,12956.66119,172.0806209,57.5789597,17.59173748,5468.098572,0.964329383,3.642098792,1.721785793,1,866.9463637
Container,16499.45712,160.0,42.24234456,13.74200695,4805.921364,5.919716549,13.77199868,-0.237342967,0,2114.54437
Container,11045.68297,168.7771367,67.75571994,14.68897524,1455.961212,3.944387496,9.997575871,1.382990577,1,331.8836257
Bulk Carrier,16307.40963,212.2439663,53.59858167,14.24802586,3582.821081,2.371973356,8.24858843,-0.015419039,1,1396.162739
Tanker,18403.48,188.57,79.58,15.13,14.16,2.98,7.35,0.03,0,4.0472
Container,14288.6169,179.5814413,71.57830793,13.43298792,5643.317999,3.966109001,11.38702388,0.181148348,0,1872.086581
Bulk Carrier,20261.13898,214.5148773,41.52149266,17.79373677,4174.177268,2.646365122,6.500298821,-1.056190923,0,1625.077729
Tanker,13877.83006,160.0,49.06022917,15.02044055,5124.372428,3.572220548,7.569234587,-0.398216943,0,1200.460628
Bulk Carrier,17138.59165,199.8311461,52.40600035,8.580369434,5385.469359,4.267238943,16.81164369,1.368467356,1,4231.303225
Container,14864.50534,160.0,97.63038333,15.5211334,2579.533163,3.46242961,10.35091624,0.494445122,0,681.9496157
Tanker,14117.20607,160.0,99.17068675,8.0,1668.515472,5.16387619,11.83411913,-1.643124328,0,1063.570854
Bulk Carrier,15354.81323,197.2737214,88.02544573,9.675454128,2220.08757,5.57502376,14.8169889,-1.290489817,0,1552.641261
Container,21086.09826,171.4678141,80.23718951,16.33209485,4462.860018,2.148415075,7.677395666,1.964134593,1,1380.253528
Tanker,15501.43622,164.7064266,63.22642256,10.92540874,3829.764634,2.456123539,2.490710714,-1.2558483,1,1437.937344
Tanker,17215.5696,192.2428544,79.61940804,18.07203617,1542.835244,3.191949836,5.717292673,-0.323094378,0,436.1395686
Bulk Carrier,13786.96527,180.8227708,94.12594715,13.58103028,2458.817853,1.280321598,8.524804205,1.633894092,0,700.9769483
Tanker,16166.03235,172.6939286,90.85040959,15.03510131,3833.01888,0.504457459,6.55761398,1.892707895,1,1057.710382
Bulk Carrier,16171.66953,211.7256108,47.0186178,15.73597904,1569.856476,1.646673039,10.95744016,-0.427981402,0,555.931701
Container,12312.06099,191.5338843,60.17654572,15.65422907,4908.391415,1.415351345,4.922948358,-0.576062066,0,906.7952302
Container,17318.5666,173.5313213,63.18681323,18.12151453,3205.394286,1.423134992,8.571449537,-1.918175152,0,821.9164778
Tanker,11172.47784,192.2491849,50.32834831,14.02044255,2356.101592,1.588523777,12.31904658,-1.673525122,1,680.7383268
Tanker,8730.314943,166.7762173,71.24949391,21.22700934,5212.247048,4.902098332,16.22079253,0.639019065,0,697.7083586
Tanker,8981.784666,187.9813037,78.10797933,11.61352931,1628.131657,5.33845015,6.636812564,1.278704485,0,375.7937899
Container,20881.60305,175.9732823,79.12194662,9.347933991,4727.514948,4.151112774,16.01988534,1.897579278,0,3557.947779
Container,22791.08032,160.0,48.75789079,14.34909569,5216.067972,3.358684077,12.29052814,-1.339440351,1,2511.727038
Bulk Carrier,17314.05,189.85,58.78,8.4,249.76,1.99,5.02,0.19,1,119.454
Container,13648.58373,161.2832225,63.17765825,15.09835207,3980.290754,2.499381264,15.31524461,-0.016097189,1,1134.495283
Container,12451.75663,177.7157861,67.77529885,10.89976618,804.8498779,3.202517018,10.59513652,-0.2148874,0,287.0109045
Bulk Carrier,11721.51362,179.2340454,49.32666638,16.61027637,3003.943052,1.675935687,2.884676876,1.713303844,1,502.2760077
Container,14969.84183,172.3408943,69.65861231,14.81371736,5949.131159,5.687430114,7.155901695,1.862630665,1,2061.277426
Bulk Carrier,19391.58615,160.0,98.64021301,12.90609364,5504.395098,1.4208099,3.229434714,0.300358094,0,1965.356069
Tanker,15383.49163,166.5912664,56.91597807,13.85886831,4512.277382,5.918004867,8.976952266,0.638503434,1,1678.579958
Tanker,18725.104,160.0,60.63830964,10.12911914,5161.034307,5.6201884,10.86820388,-1.00873545,1,3129.213414
Bulk Carrier,19365.57305,183.8607615,89.66286077,14.92916824,2315.690916,2.302646927,10.58423606,1.723301768,1,1022.646359
Tanker,13151.27337,172.9246657,50.21177297,15.66631111,5906.428312,1.020460007,14.6229797,0.973230151,0,1248.501966
Container,25837.94,186.4,77.47,9.03,208.25,2.22,4.12,0.13,0,131.5134
Bulk Carrier,16444.20937,172.2563408,80.06787844,11.85191771,4423.537306,2.821834724,13.18791883,-0.574512479,1,2095.948495
Bulk Carrier,16472.83954,182.8845994,90.09987823,19.4070102,1963.737888,0.914182663,10.46471418,1.072951381,0,495.3475787
Container,14419.91292,192.8337995,59.52820259,9.64331514,1341.912792,4.434158905,3.175505987,0.096645255,1,590.4221617
Tanker,10512.80791,183.4263964,78.41031068,15.70202164,3598.466555,0.880544607,13.40200324,0.632894344,0,757.848775
Tanker,18445.29004,217.7361946,89.96259202,11.61973107,4051.114968,2.318541646,17.45954058,-1.864971046,1,3406.585682
Tanker,18286.75,173.34,60.1,13.47,248.24,2.89,3.67,0.34,1,69.8773
Container,19638.35959,197.1341663,85.62847509,13.04832595,5470.894358,4.796434665,7.792850744,-0.757700061,0,3125.012487
Tanker,19456.36115,203.191211,89.68031192,12.0771899,5278.569069,4.159041623,17.32094537,-0.476961739,1,3852.396859
Tanker,17644.64,174.94,84.51,8.39,249.59,2.56,3.07,1.26,1,114.2767
Container,22723.93683,164.2839575,65.86572528,13.92336874,3604.541527,2.036911338,17.28416129,0.290624561,1,2076.05326
Tanker,14107.00702,165.7775291,86.79951038,15.40448838,4501.437983,3.112284528,11.49473773,1.992591214,1,1265.380933
Bulk Carrier,13872.95633,187.211483,97.73428101,12.01929844,5854.425781,5.013351035,4.914668774,0.926060987,0,2064.173437
Tanker,12701.51,163.85,58.13,17.14,57.3,2.27,2.63,1.33,0,8.1906
Container,14117.79857,160.0,58.98415496,10.82710034,2117.840379,5.811204241,5.289497336,-1.412346797,1,844.6692287
Bulk Carrier,10104.88315,171.9523431,88.74641442,9.666768351,3306.752706,3.538933036,3.515601115,-0.818793304,1,1020.448628
Bulk Carrier,11534.13,188.22,80.18,17.64,52.12,0.86,5.46,0.79,1,7.0743
Bulk Carrier,22075.85143,185.2033866,47.78594321,11.03064974,1418.119369,5.277883418,6.495103337,-1.515485552,1,996.0696331
Container,14755.47696,160.0,91.99667544,11.84042446,4284.902551,3.053488794,14.75622223,-0.195457137,1,1849.010951
Tanker,14493.24776,171.5192869,55.57391855,9.335678292,2754.895624,2.646978504,12.87789762,-1.711008967,0,1247.331105
Container,20816.47901,200.8494212,43.91525744,12.66037187,4815.223433,2.052573902,3.177725196,-0.565704356,0,2098.711973
Bulk Carrier,14243.45352,184.5731219,74.62428084,12.02801657,1832.242555,3.109483852,11.77915926,1.472405172,0,673.015987
Bulk Carrier,14460.72672,194.4291593,43.78414676,11.94783783,1129.257975,3.619943362,12.33747475,-0.04005014,1,510.905146
Bulk Carrier,19070.5477,160.0,71.89007611,15.99576733,4560.061303,2.125051892,7.19756408,1.155200445,1,1285.521831
Tanker,23080.6,162.13,96.8,12.77,230.29,2.45,6.01,0.7,1,82.0123
Container,19917.52,188.23,87.05,19.71,165.57,1.88,2.66,0.79,0,35.2757
Tanker,8656.890573,190.9997142,75.58949772,12.25051244,3941.137684,4.10656903,9.608456252,-1.399866595,1,1053.833199
Tanker,9107.792447,176.0376353,62.4547064,18.24269794,1537.078419,2.90782903,2.274288303,1.085729725,1,198.6429212
Bulk Carrier,18103.12012,160.0,45.99699544,17.95105258,3235.252761,1.496729852,3.942329401,0.076975888,1,774.9179594
Bulk Carrier,10634.89656,175.4475643,42.22403068,13.50906738,5164.124298,3.160500367,4.327891333,-1.22234476,0,1062.696528
Tanker,20942.38129,160.0,51.66376697,18.10087292,4945.845092,0.635627198,17.0890239,1.992442468,0,1448.368354
Bulk Carrier,9096.93,186.91,86.58,14.57,103.86,2.1,7.01,0.24,0,14.9313
Bulk Carrier,18181.75745,160.0,51.67238498,18.64197729,588.9873904,5.821706128,4.594267283,1.231082379,0,141.7623727
Container,12452.62836,183.3400955,80.39679045,14.67679886,2137.42884,3.599098651,11.1205168,-1.754562436,1,701.1785411
Bulk Carrier,9858.337437,160.0,92.97648574,14.65804028,2502.28797,0.653061567,6.011149024,0.207929107,1,419.5652895
Bulk Carrier,14418.04802,199.5467465,85.38379279,13.22580666,5965.202382,1.828973311,16.73548325,0.370166655,1,2671.767682
Container,11249.20445,186.7220321,47.30947635,16.50775901,5418.372741,2.949218059,6.917363478,1.594588328,0,1027.701427
Container,8782.713234,179.4256557,57.01637307,16.5693171,3532.419283,3.902035844,5.357958888,0.057407226,0,538.5878892
Bulk Carrier,13361.92212,205.9628565,76.90654417,19.09569719,909.4678907,3.129756766,2.370264492,1.629806713,0,191.2518437
Bulk Carrier,23428.01,162.21,92.6,16.15,295.0,1.72,5.51,0.86,0,85.8439
Container,11536.36492,170.1978035,44.24493443,8.0,4819.05327,5.84530125,13.08969484,-1.451119768,1,2713.005164
Container,12290.1153,160.0,47.74724079,16.40600943,1726.849036,2.35511815,3.197739242,1.869841387,0,258.8220085
Tanker,11915.29883,164.5324009,95.18032505,12.40718877,4309.391533,4.528176165,4.265121905,1.995687112,0,929.6603253
Bulk Carrier,14433.01201,210.9794542,76.34278012,10.94261382,5854.437188,2.645028191,13.16471808,-0.057516953,1,3388.833178
Tanker,9416.538886,190.9730578,86.48095407,15.63347264,2711.739944,3.261640938,10.05517583,0.962588029,1,577.6771252
Bulk Carrier,24146.09764,179.7587947,76.63615171,10.60793981,4420.389487,5.483193292,5.609013702,-0.7131011,0,3182.979012
Tanker,16536.77084,182.1411588,87.34912322,18.59954594,5463.512312,3.452575754,10.79331871,-0.71136227,0,1762.345855
Container,16238.70111,164.9085828,67.13765983,20.80014431,2418.837058,5.850684872,3.331531486,1.187260011,1,504.1198184
Bulk Carrier,12165.05458,173.9955037,88.95008738,13.16035388,1517.350223,2.061300133,2.194486576,-0.929655145,0,351.7840743
Container,6368.57,169.18,50.09,12.43,90.98,1.78,8.14,1.1,0,8.3764
Bulk Carrier,15731.02871,176.0912407,67.89468217,14.73455998,3347.557508,5.824917585,17.20662913,0.253817497,0,1373.231943
Tanker,17714.20222,162.8166028,46.41520279,14.37629119,2000.07599,2.06855817,10.78498394,0.42806478,1,645.7268071
Tanker,13662.54106,160.0,81.70870405,11.75462314,3303.633715,5.611197004,4.965586906,-1.852057209,0,1053.678498
Container,15791.64964,181.1166139,68.22624488,14.98148765,5213.331614,4.886255034,2.451164667,-1.252044166,1,1566.512529
Bulk Carrier,5793.81,184.37,74.79,13.34,240.67,2.74,2.75,1.45,0,22.6743
Container,18554.23149,162.7850535,51.71161874,14.01263158,1268.682378,0.560341641,2.870202669,-0.481825824,0,361.8389282
Container,16614.70879,163.5461399,82.48787301,13.78472298,3859.020879,1.190763033,11.01647645,-0.90207277,0,1309.985961
Tanker,16568.42753,209.0284865,72.10618975,15.27448473,2126.959471,1.072087536,12.80186577,1.774326925,0,749.8879401
Tanker,16043.39257,165.7202457,44.76564067,20.06888802,3191.580639,4.870317323,3.692782884,-0.603505282,1,712.2402916
Container,9728.456223,187.7275206,58.22826244,16.10107875,1759.599839,5.145354575,4.984026,-1.742954647,0,332.8506313
Container,15810.23647,167.1902737,51.32524019,9.814335556,4723.659474,1.152382367,10.24044061,1.198735346,1,1970.652506
Container,13436.94253,189.7951245,67.86398835,15.45746772,1613.279974,3.174954567,15.05724721,-0.249348858,0,516.8592789
Tanker,14393.36735,160.1638929,66.52642405,12.78066065,2046.439792,2.601352327,17.96208747,1.245063666,0,677.2605698
Bulk Carrier,16342.76751,175.1019719,61.75272166,13.06964357,5919.155208,2.307119336,9.674108078,-1.797633935,1,2489.018428
Bulk Carrier,13852.56496,174.2558424,55.37324777,14.62150088,4966.475996,1.343332682,10.53551356,-0.496782382,0,1285.367006
Bulk Carrier,16739.95,166.55,68.55,14.44,20.48,1.58,4.02,0.88,0,4.8723
Tanker,11755.73939,196.5403447,68.35159799,15.70114192,1667.966732,4.964924423,5.911343644,-0.109375202,0,430.9087453
Bulk Carrier,10544.00794,175.753998,45.32825643,9.727781984,5859.112851,5.170876515,14.02503116,-1.061048061,0,2495.078337
Tanker,8472.41,176.88,88.4,10.71,106.44,1.0,9.88,0.33,0,15.9172
Container,18108.6235,169.121339,65.13771547,18.73762498,4074.544316,1.483748637,17.15058522,0.105958836,0,1144.195166
Tanker,16230.20644,176.0684957,73.05503845,14.00196817,1684.193902,1.539886561,3.943749848,0.142710065,1,527.8718854
Tanker,14923.94505,178.0667436,69.56424847,15.02325245,2229.576282,3.743118432,10.66726152,-1.168817237,0,795.7506822
Container,11276.83,170.98,87.61,17.53,187.16,2.59,2.18,0.72,0,25.0012
Bulk Carrier,19694.65,175.22,54.17,12.77,125.5,1.86,3.45,1.06,1,37.8444
Bulk Carrier,22169.74,176.9,62.73,10.16,258.52,2.85,4.28,1.14,1,114.2068
Container,6994.53,180.72,93.77,15.49,149.77,2.62,4.21,1.31,0,14.7442
Bulk Carrier,16500.6677,175.5000414,89.61173895,14.47741447,5555.849305,3.31158691,17.75291835,0.906293908,0,2309.024769
Tanker,17112.55517,160.0,86.62346716,13.03887338,5617.143937,1.937079347,2.527901506,1.280844709,0,1564.709327
Bulk Carrier,20708.25627,160.0,89.49563444,9.332657541,4894.800266,1.881497393,16.61656874,-1.046598651,0,3304.037357
Bulk Carrier,17728.33,189.06,56.75,10.54,124.37,1.54,8.83,0.99,0,41.5885
Tanker,21347.18,165.06,90.69,12.54,106.8,0.57,9.32,0.36,1,33.7048
Bulk Carrier,21396.1385,178.4914233,95.32373603,11.51678311,5019.321588,3.265629374,12.47388955,1.653083715,0,2888.202542
Tanker,7057.848742,205.3267571,41.03714026,17.96107231,3904.709909,0.609812751,14.65018448,1.803774116,0,460.6745049
Container,18327.13309,201.1527064,58.56672438,16.03055276,3262.512967,2.335782134,12.23926204,0.054027821,1,1317.301602
Tanker,8426.180224,160.0,58.61514066,12.30677436,2185.077363,2.989406757,17.67215904,-1.140831138,0,507.480665
Tanker,9428.763567,202.5722735,62.72963118,15.66256677,2892.423784,4.327002085,7.421092053,-1.806975896,1,683.703104
Tanker,11930.7181,177.5899414,60.34269754,16.71074558,4401.101742,3.919049947,3.371123032,0.899049572,0,790.6702791
Container,11759.27279,165.3078106,41.29918231,15.74756202,2088.287291,1.64616091,8.576747935,-0.871356143,0,391.7894599
Bulk Carrier,10769.91048,194.6541794,45.01481901,13.72436521,5617.599102,0.577452837,9.769912693,-0.122416546,0,1279.05791
Container,16793.28004,171.2677704,78.69985867,17.07740782,2239.423167,5.230438577,4.068353468,-1.283302799,0,687.9047668
Bulk Carrier,20859.51966,160.0,52.7929073,15.19406272,4769.029634,5.887680101,6.133279693,0.759165228,0,1708.833842
Tanker,27423.92,181.93,82.88,14.64,121.78,1.31,7.35,1.33,0,45.502
Bulk Carrier,17688.8,163.66,78.42,19.29,142.07,1.56,3.33,1.48,0,24.3384
Container,8715.45,165.89,63.58,16.87,176.31,1.46,5.47,1.38,0,18.4029
Container,16202.26189,214.9980794,66.64565761,10.51817698,5930.957277,1.449353598,3.375193423,-1.085814768,1,3089.995724
Bulk Carrier,13027.44829,189.9965295,83.90615681,10.44960423,1352.437454,0.592316794,12.85269611,-0.982043023,1,578.1479467
Tanker,20576.09038,169.9953437,66.41601295,16.75095057,4117.396584,2.412166534,11.68975983,-0.100345677,1,1655.447751
Bulk Carrier,22006.55801,178.6302944,48.19158402,14.88171543,1471.332601,2.810240183,8.562995347,1.208128721,1,615.2520531
Tanker,6995.94207,168.2082604,80.01459352,14.9372804,3461.81558,1.651043454,16.77537622,-0.877763695,0,520.5284939
Tanker,14401.16606,164.8877038,71.0656122,14.08887307,1188.613463,1.820335485,5.965424925,-1.795409135,0,322.3049174
Tanker,5000.0,201.1608047,56.34550534,12.20574424,2659.289379,0.848193432,8.270597516,1.712551899,1,306.5244141
Container,11822.31553,160.0,65.92390839,15.63796639,5911.32317,1.74498312,16.67083873,-1.541505184,1,1494.689994
Tanker,17997.62846,160.0,52.55407166,11.54424514,1850.734773,1.376485043,3.270310423,0.787721548,0,596.1252504
Tanker,15444.1606,181.9682905,88.09156826,16.7115253,5309.978013,1.687931777,16.68176996,1.406095077,1,1876.982454
Container,24003.75323,160.0,72.04449079,9.458216013,4305.446082,2.614638459,15.12697341,-0.627818159,0,3244.618369
Bulk Carrier,21922.40543,182.2897232,52.67309763,16.75294361,4817.968695,0.912900668,17.96047674,-0.974610232,0,2049.546954
Container,14264.1136,178.0742884,70.06188754,14.27451079,824.5993782,1.020576091,7.289961086,-1.669338119,0,229.9516994
Tanker,14526.00187,196.22475,96.29990988,14.40523494,702.4949968,1.202195118,7.998624103,0.212666724,1,232.9554827
Container,20526.27,165.14,81.82,8.24,31.73,2.4,4.07,1.12,0,14.4747
